O Hara Township,22,1795
Perry North,6,267
West Deer Township,1,612
Strip District,5,209
New Homestead,22,49
Greenfield,1,488
Dravosburg Borough,16,181
Fineview,13,108
Ben Avon Borough,17,337
Spring Hill-City View,16,266
Larimer,20,291
Lincoln Place,11,237
Allentown,1,191
Upper Hill,2,237
West Oakland,22,1172
Penn Hills Township,0,4628
Chalfant Borough,7,5
Glassport Borough,21,547
Cheswick Borough,15,47
Neville Township,14,154
North Versailles Township,18,1308
Stowe Township,13,388
Mount Oliver Borough,9,83
East Liberty,13,1001
McKees Rocks Borough,3,81
North Fayette Township,14,1680
Regent Square,3,2
Dormont Borough,7,298
South Versailles Township,10,6
Chalfant Borough,17,45
Turtle Creek Borough,15,1159
Bloomfield,11,1240
Shadyside,0,1819
Westwood,21,350
Versailles Borough,6,361
Fineview,18,253
West Mifflin Borough,0,3562
Ben Avon Heights Borough,22,10
Plum Borough,2,42
Indiana Township,2,108
Haysville Borough,21,9
East Allegheny,23,295
Sewickley Heights Borough,20,47
Bradford Woods Borough,10,13
Bedford Dwellings,15,164
Lincoln Borough,1,235
Aspinwall Borough,9,187
Baldwin Township,15,383
Central Lawrenceville,21,1004
Ohio Township,17,1217
East Liberty,3,155
Frazer Township,3,10
Homewood South,21,502
O Hara Township,13,1350
O Hara Township,2,223
Verona Borough,18,258
Crawford-Roberts,17,326
Strip District,12,1916
Bedford Dwellings,5,9
Greenfield,10,479
Dravosburg Borough,9,69
Terrace Village,10,464
Aleppo Township,0,27
Allentown,10,125
Perry North,9,478
Lincoln Place,22,618
Garfield,18,655
Bellevue Borough,6,230
Monroeville,6,34
Churchill Borough,9,339
South Shore,19,555
Castle Shannon Borough,2,244
North Fayette Township,23,1987
East Hills,6,122
Summer Hill,6,33
Dormont Borough,14,879
South Versailles Township,1,3
Turtle Creek Borough,6,146
Bloomfield,4,184
Lower Lawrenceville,19,590
Bluff,15,3079
Allegheny West,5,1
Versailles Borough,1,207
West Mifflin Borough,11,3143
Northview Heights,18,41
Indiana Township,9,314
Sewickley Hills Borough,14,44
Carnegie Borough,11,657
Millvale Borough,16,360
Lincoln Borough,8,118
Elizabeth Borough,2,45
Aspinwall Borough,16,234
Baldwin Township,4,35
Central Lawrenceville,10,583
Mount Washington,16,1355
Forward Township,3,2
Friendship,16,136
Mt. Oliver,22,179
Dravosburg Borough,2,213
Homewood North,21,391
Regent Square,18,83
Bluff,2,1088
Munhall Borough,13,1264
Emsworth Borough,11,245
Terrace Village,3,170
Heidelberg Borough,5,17
Kilbuck Township,22,204
North Shore,11,2015
Point Breeze,10,254
Bedford Dwellings,1,102
Penn Hills Township,18,3389
Oakwood,20,145
Clairton,3,332
Garfield,13,547
Homestead Borough,21,1262
Bellevue Borough,13,897
North Versailles Township,4,254
Churchill Borough,14,424
South Shore,8,457
Windgap,5,6
Whitaker Borough,13,53
Elliott,3,19
Summer Hill,15,160
Knoxville,22,1293
Sharpsburg Borough,14,192
Reserve Township,9,83
Lower Lawrenceville,20,663
Bluff,6,263
Carrick,9,672
Mount Lebanon,1,1343
Ben Avon Heights Borough,4,1
Swisshelm Park,5,9
Indiana Township,16,582
Fineview,16,107
Wall Borough,14,7
East Allegheny,1,104
Carnegie Borough,2,252
Millvale Borough,23,490
Stanton Heights,14,264
North Fayette Township,3,214
Bell Acres Borough,5,2
Central Lawrenceville,3,159
Forward Township,8,27
Pine Township,22,880
Fairywood,0,139
West Deer Township,20,1101
East Pittsburgh Borough,5,14
Upper Lawrenceville,14,424
Homewood North,14,219
Polish Hill,11,109
Emsworth Borough,0,239
North Shore,12,2627
Jefferson Hills Borough,22,1491
Pine Township,12,663
Oakwood,13,62
Glassport Borough,10,208
Homestead Borough,18,1227
North Versailles Township,15,1065
Churchill Borough,7,356
East Liberty,22,946
Wilmerding Borough,23,188
Elliott,10,164
Knoxville,15,470
Upper Lawrenceville,2,174
Liberty Borough,6,191
Kilbuck Township,23,203
Pleasant Hills Borough,23,1560
Shadyside,23,2569
Carrick,0,1830
Mount Lebanon,10,2065
Brookline,3,746
Ben Avon Heights Borough,13,9
Northview Heights,0,170
Homewood South,4,52
Fineview,9,92
Beechview,0,1914
East Allegheny,8,187
Carnegie Borough,5,61
Whitaker Borough,21,94
Point Breeze North,22,369
Moon Township,5,153
South Park Township,17,1220
South Side Slopes,17,664
Ohio Township,6,259
Esplen,0,46
Ingram Borough,11,252
Glenfield Borough,21,132
Regent Square,23,64
Crawford-Roberts,6,101
Brookline,22,4633
New Homestead,10,27
Upper Lawrenceville,9,178
Homewood North,7,48
Esplen,8,39
Rosslyn Farms Borough,20,43
Rankin Borough,23,95
Marshall Township,3,8
Terrace Village,21,1276
McKeesport,17,2328
South Fayette Township,4,94
Oakmont Borough,20,1462
Sewickley Borough,8,187
Oakwood,10,42
Duquesne Heights,16,261
Homewood South,0,407
Homestead Borough,11,647
East Liberty,17,1062
Wilmerding Borough,14,73
Findlay Township,22,85
South Shore,7,249
Elliott,21,562
Turtle Creek Borough,10,399
Knoxville,4,135
Sewickley Heights Borough,5,3
Liberty Borough,1,212
Heidelberg Borough,17,136
Pleasant Hills Borough,14,1086
Bluff,16,2977
Carrick,7,633
West View Borough,3,185
South Shore,17,515
Oakmont Borough,1,582
South Fayette Township,23,2059
Aleppo Township,19,29
Beechview,9,1243
Regent Square,19,81
Shadyside,13,2121
Point Breeze North,13,350
Liberty Borough,13,388
Swisshelm Park,9,76
Bedford Dwellings,18,168
Baldwin Township,19,625
Ohio Township,13,1234
Marshall Township,12,123
McCandless Township,4,253
Fairywood,18,93
South Side Flats,2,1614
Liberty Borough,17,555
Versailles Borough,13,291
Brookline,17,1708
Clairton,16,571
East Hills,3,174
Upper Lawrenceville,0,449
Elizabeth Borough,16,169
Rankin Borough,16,90
Bloomfield,3,333
Outside Pittsburgh,13,2
Oakmont Borough,15,888
Ridgemont,6,19
Harmar Township,9,213
Oakwood,3,22
Duquesne Heights,15,290
Homewood South,9,193
Homestead Borough,0,526
Plum Borough,9,66
Churchill Borough,21,445
Emsworth Borough,12,249
Wilmerding Borough,1,95
South Side Flats,14,3579
Liberty Borough,8,163
Duquesne,23,1178
Clairton,23,1087
Pleasant Hills Borough,9,609
Elizabeth Borough,5,12
Pennsbury Village Borough,14,40
West View Borough,12,459
Bon Air,11,109
Springdale Township,22,102
Northview Heights,14,79
Blawnox Borough,16,92
East Hills,22,406
Fineview,7,148
Beechview,22,3242
Carnegie Borough,23,1206
Upper St. Clair Township,3,201
Millvale Borough,12,314
Moon Township,23,1105
Bedford Dwellings,10,113
Spring Garden,1,20
Morningside,10,119
Beltzhoover,9,197
Squirrel Hill North,22,1681
West End,9,55
Glenfield Borough,7,31
South Side Flats,9,2105
McCandless Township,8,1379
Beltzhoover,13,296
Perry South,8,123
Brookline,8,776
Blawnox Borough,5,2
Outside Allegheny,21,8346
Munhall Borough,20,2361
Ben Avon Heights Borough,23,4
Rosslyn Farms Borough,6,5
Pennsbury Village Borough,21,276
Frazer Township,15,181
McKeesport,7,1105
Outside Pittsburgh,10,6
North Shore,23,2749
Troy Hill,13,293
Harmar Township,16,451
Richland Township,17,505
Duquesne Heights,6,80
Central Oakland,11,5373
Mount Oliver Borough,0,273
Polish Hill,2,48
Findlay Township,8,120
Glassport Borough,6,63
Friendship,9,79
West Elizabeth Borough,21,25
Liberty Borough,19,576
Neville Township,11,183
Pleasant Hills Borough,0,1173
Carrick,21,3029
West View Borough,21,1384
Bell Acres Borough,14,29
Springdale Township,13,37
Coraopolis Borough,19,496
South Fayette Township,5,208
Allegheny West,14,249
Fairywood,8,55
East Liberty,5,68
Collier Township,7,462
Hampton Township,18,1236
Bon Air,19,70
Spring Garden,6,9
Avalon Borough,5,35
Squirrel Hill North,13,1825
West End,0,140
Glenfield Borough,0,94
South Side Flats,16,3621
McCandless Township,3,400
O Hara Township,8,861
Upper Hill,0,401
Outside Allegheny,18,5027
Upper Lawrenceville,18,402
Munhall Borough,15,1508
Reserve Township,11,143
Rosslyn Farms Borough,9,115
Chalfant Borough,5,4
Glen Osborne Borough,13,42
Pittsburgh,3,88
West End,20,110
McKeesport,12,2200
Sewickley Hills Borough,16,50
Mount Oliver Borough,11,129
Avalon Borough,1,319
South Side Slopes,5,108
Harmar Township,23,573
Central Oakland,18,5349
Wilkinsburg Borough,12,1152
Pine Township,8,274
Knoxville,11,640
Reserve Township,7,55
Findlay Township,1,42
West End,10,108
Pine Township,3,27
Swisshelm Park,12,209
Duquesne,5,117
Glenfield Borough,10,42
Clairton,1,898
Green Tree Borough,23,1146
Point Breeze,6,144
Bell Acres Borough,7,24
Frazer Township,8,28
Springdale Township,4,1
Crafton Borough,11,298
Jefferson Hills Borough,20,1042
Highland Park,9,734
Marshall-Shadeland,22,1085
Overbrook,10,460
Blawnox Borough,17,153
Collier Township,14,1169
Hampton Township,11,1128
Spring Garden,15,40
Crafton Borough,5,50
Regent Square,10,39
Squirrel Hill North,4,170
Manchester,2,82
Scott Township,21,2663
Upper Hill,14,260
West Homestead Borough,11,344
Reserve Township,23,420
Munhall Borough,6,231
Chartiers City,9,9
East Liberty,2,173
Marshall Township,22,123
Leet Township,16,3
Kennedy Township,10,589
Bridgeville Borough,12,410
Point Breeze,19,497
South Side Slopes,14,500
Versailles Borough,23,528
Richland Township,7,239
Stanton Heights,16,294
Wilkinsburg Borough,11,955
Northview Heights,21,140
Jefferson Hills Borough,2,241
Central Northside,11,427
Blawnox Borough,1,51
Windgap,7,23
Ross Township,21,7423
Duquesne,12,588
Homewood West,16,607
Pennsbury Village Borough,16,70
Springdale Township,3,1
Crafton Borough,18,569
South Fayette Township,11,984
Crawford-Roberts,13,240
Highland Park,0,1110
Marshall-Shadeland,15,610
Overbrook,13,795
Collier Township,21,1563
Pittsburgh,22,923
Bedford Dwellings,23,337
Aleppo Township,8,38
Arlington,22,317
East Carnegie,15,113
Chateau,15,418
Lincoln Place,5,36
Oakdale Borough,20,117
Manchester,9,111
Scott Township,18,1656
East Allegheny,4,42
West Homestead Borough,4,61
Edgeworth Borough,8,61
Outside Allegheny,0,4970
Munhall Borough,1,1645
Crafton Borough,20,849
North Shore,18,5255
Whitehall Borough,5,350
Leet Township,9,1
California-Kirkbride,14,50
Outside Pittsburgh,17,2
Bridgeville Borough,23,614
Crafton Heights,16,650
South Side Slopes,23,1238
Banksville,14,467
Richland Township,14,406
Middle Hill,15,204
Point Breeze North,10,175
Sharpsburg Borough,11,222
Troy Hill,14,299
Arlington Heights,14,4
Shaler Township,10,2334
North Versailles Township,16,1131
Marshall Township,10,72
St. Clair,7,7
Windgap,8,23
Carnegie Borough,15,729
Duquesne,11,553
California-Kirkbride,16,52
Sewickley Heights Borough,21,54
Beltzhoover,16,272
Green Tree Borough,1,421
Frazer Township,13,130
Bell Acres Borough,21,78
Fox Chapel Borough,16,323
Coraopolis Borough,14,509
Homewood South,13,179
Highland Park,7,399
Millvale Borough,1,258
Marshall-Shadeland,4,84
Overbrook,4,35
Point Breeze,14,336
Perry North,10,484
Bethel Park Borough,0,2190
Point Breeze,5,30
Pittsburgh,20,1016
West End,21,191
Manchester,16,163
McCandless Township,20,4136
Edgeworth Borough,0,76
Edgeworth Borough,15,78
Outside Allegheny,9,3016
White Oak Borough,10,499
Glen Osborne Borough,18,117
Sewickley Heights Borough,0,27
Neville Township,5,14
Hazelwood,3,280
Mount Oliver Borough,16,134
Wilmerding Borough,5,52
South Side Slopes,16,487
Banksville,7,160
Brookline,5,267
Sharpsburg Borough,16,182
Chalfant Borough,8,1
Leet Township,15,5
Leet Township,13,4
Shaler Township,1,1784
Port Vue Borough,3,259
Turtle Creek Borough,13,1592
South Park Township,12,1063
Ross Township,7,1529
Baldwin Borough,18,2478
Homewood West,2,384
East McKeesport Borough,8,50
Etna Borough,16,327
Green Tree Borough,10,734
North Oakland,11,6281
Central Business District,0,5954
Lincoln-Lemington-Belmar,2,188
Edgewood Borough,20,411
Lower Lawrenceville,8,227
South Oakland,6,243
Avalon Borough,0,645
Arlington,0,215
Swisshelm Park,3,8
Marshall Township,5,4
Scott Township,3,236
Kennedy Township,11,612
Upper St. Clair Township,11,1174
Elizabeth Township,0,1231
West Homestead Borough,22,972
Edgeworth Borough,6,7
Forest Hills Borough,7,177
White Oak Borough,3,196
Whitehall Borough,4,240
Whitaker Borough,5,4
Hazelwood,10,235
Mount Oliver Borough,23,286
Crafton Heights,2,344
East Hills,12,401
South Fayette Township,1,748
Reserve Township,1,172
Wilkinsburg Borough,16,1420
Brentwood Borough,21,2619
Rankin Borough,11,91
Braddock Hills Borough,21,406
Central Northside,20,539
Port Vue Borough,4,151
McKees Rocks Borough,18,654
East Pittsburgh Borough,13,124
Sheraden,20,505
Allegheny Center,21,525
Ross Township,14,5351
Homewood West,5,29
East McKeesport Borough,1,138
Squirrel Hill South,15,1260
Munhall Borough,3,320
North Oakland,2,1796
Fox Chapel Borough,2,66
Central Business District,11,12553
Chartiers City,22,16
Highland Park,21,1390
Mt. Oliver,0,70
Edgewood Borough,19,395
Overbrook,22,2290
Braddock Borough,0,193
South Oakland,9,1022
South Park Township,2,460
Arlington,9,106
Bethel Park Borough,14,2875
North Shore,1,723
Spring Hill-City View,13,201
East Hills,7,122
Kennedy Township,2,509
East Hills,18,455
Elizabeth Township,15,1230
Heidelberg Borough,12,133
Regent Square,16,87
Avalon Borough,12,401
Forest Hills Borough,12,616
Whitehall Borough,13,1304
Pine Township,9,395
Hazelwood,17,527
Wilkins Township,5,740
Crafton Heights,13,365
Glen Hazel,21,106
Banksville,17,488
Outside Pittsburgh,23,2
Brighton Heights,2,370
Bon Air,3,4
Mount Oliver Borough,7,90
Swissvale Borough,7,169
Garfield,3,371
Chateau,13,367
Haysville Borough,14,7
Sheraden,15,272
Ross Township,9,1917
Baldwin Borough,0,2600
Homewood West,12,467
East Hills,14,335
Squirrel Hill South,6,225
Etna Borough,6,80
Fox Chapel Borough,13,229
Central Business District,18,11338
Homewood North,9,141
East Hills,2,459
Chartiers City,17,7
Regent Square,15,76
Lincoln-Lemington-Belmar,16,587
Strip District,17,1469
California-Kirkbride,10,36
Braddock Borough,11,113
Greenfield,21,1310
South Park Township,5,183
Middle Hill,2,157
Bethel Park Borough,23,3057
Ben Avon Borough,5,35
Spring Hill-City View,4,24
Homewood West,11,334
Elizabeth Township,22,2194
Edgeworth Borough,20,177
Polish Hill,9,93
Cheswick Borough,19,62
Forest Hills Borough,21,1796
Stowe Township,17,486
White Oak Borough,21,1299
Whitehall Borough,10,1102
Pittsburgh,10,575
Robinson Township,13,3259
Wilkins Township,14,1122
Avalon Borough,6,59
Bradford Woods Borough,14,6
Robinson Township,4,287
Thornburg Borough,14,38
Clairton,6,124
Brighton Heights,11,689
Bradford Woods Borough,3,1
Brentwood Borough,7,638
Shaler Township,22,6803
Emsworth Borough,9,136
Swissvale Borough,14,472
Port Vue Borough,22,1026
Chateau,20,328
Haysville Borough,9,2
Sheraden,6,78
Allegheny Center,7,367
Oakdale Borough,21,144
Baldwin Borough,15,2285
Glenfield Borough,3,6
East McKeesport Borough,23,272
Squirrel Hill South,1,486
Etna Borough,13,274
Allegheny West,23,76
North Oakland,16,5551
Franklin Park Borough,23,1112
Mount Washington,15,1356
Central Business District,21,11910
North Braddock Borough,21,376
Sewickley Borough,22,504
Chartiers City,8,11
Morningside,11,142
Edgewood Borough,1,193
Bon Air,21,146
Braddock Borough,18,260
Perry North,22,1487
Morningside,4,48
Swisshelm Park,22,292
Ben Avon Borough,2,156
Wall Borough,21,13
Larimer,1,95
Esplen,3,6
Allentown,22,284
Kennedy Township,20,1507
West Oakland,3,285
Esplen,14,51
Bellevue Borough,18,977
Forest Hills Borough,18,851
Fairywood,13,132
Whitehall Borough,19,1616
Castle Shannon Borough,22,1338
Esplen,21,104
Wilkins Township,23,2214
South Versailles Township,21,9
McKees Rocks Borough,15,274
Glen Hazel,3,28
Turtle Creek Borough,18,837
Homewood West,21,903
Brighton Heights,16,789
Westwood,0,226
Brentwood Borough,8,377
Mt. Oliver,11,65
West Mifflin Borough,23,4628
Braddock Hills Borough,10,187
Plum Borough,17,124
Morningside,12,192
Upper St. Clair Township,17,1319
Haysville Borough,0,12
Allegheny Center,14,477
Thornburg Borough,12,37
Wall Borough,0,11
Westwood,11,202
Turtle Creek Borough,14,1033
Fairywood,7,54
North Oakland,23,5420
Franklin Park Borough,14,595
Mount Washington,4,291
Westwood,4,37
North Braddock Borough,10,184
O Hara Township,16,1534
Chartiers City,3,5
Edgewood Borough,8,171
Strip District,3,208
Greenfield,7,237
Aleppo Township,23,42
Ben Avon Borough,11,174
Spring Hill-City View,22,601
Larimer,10,241
Oakdale Borough,19,86
Swisshelm Park,11,156
West Oakland,12,1245
Penn Hills Township,6,1131
Liberty Borough,12,409
Cheswick Borough,1,13
Stowe Township,7,283
Bridgeville Borough,6,66
Polish Hill,16,97
Castle Shannon Borough,15,1024
North Fayette Township,4,90
Garfield,16,455
Summer Hill,19,130
South Versailles Township,12,8
Glen Hazel,10,23
Robinson Township,10,2313
Bloomfield,17,1395
Shadyside,10,1623
East McKeesport Borough,5,19
Bridgeville Borough,3,50
Mount Lebanon,21,4442
Ben Avon Heights Borough,16,13
Swissvale Borough,16,468
Indiana Township,4,36
West Elizabeth Borough,8,11
Allegheny Center,9,486
Thornburg Borough,18,15
Bradford Woods Borough,9,5
Pennsbury Village Borough,8,45
Squirrel Hill South,19,1609
Bon Air,13,58
Aspinwall Borough,3,31
Franklin Park Borough,1,414
California-Kirkbride,2,30
Forward Township,20,119
Homewood South,18,332
O Hara Township,23,1781
Beltzhoover,17,230
Avalon Borough,23,790
West Deer Township,0,1044
Strip District,10,1495
New Homestead,21,42
Greenfield,0,811
Dravosburg Borough,23,307
Marshall Township,11,103
Hays,1,35
Ben Avon Borough,16,290
Spring Hill-City View,17,231
Larimer,19,263
Beltzhoover,15,256
Allentown,0,195
Avalon Borough,9,167
Blawnox Borough,7,19
West Oakland,21,1122
Penn Hills Township,1,2884
Glassport Borough,22,634
Perry South,15,352
Bellevue Borough,0,1384
North Versailles Township,19,1246
Stowe Township,14,404
East Liberty,10,847
Castle Shannon Borough,4,46
North Fayette Township,13,1704
Dormont Borough,4,134
South Versailles Township,11,6
Robinson Township,19,3767
Bloomfield,10,1291
Shadyside,3,364
Westwood,18,233
Versailles Borough,7,132
West Mifflin Borough,1,2146
Friendship,15,124
Plum Borough,3,39
Indiana Township,3,91
Haysville Borough,18,9
North Shore,17,3987
East Allegheny,20,598
Bon Air,2,9
Oakwood,4,5
Lincoln Borough,6,103
Aspinwall Borough,10,224
Baldwin Township,14,325
Central Lawrenceville,20,915
Ohio Township,18,1305
California-Kirkbride,5,12
Allegheny West,0,55
O Hara Township,14,1562
Swisshelm Park,15,152
Millvale Borough,6,253
Crawford-Roberts,18,410
Strip District,13,1894
Summer Hill,9,61
Beltzhoover,2,147
Greenfield,9,361
Dravosburg Borough,8,50
Homewood North,19,227
Terrace Village,9,371
Allentown,9,114
Point Breeze,11,260
Penn Hills Township,8,1845
Neville Township,7,82
Garfield,19,779
Bellevue Borough,7,365
Monroeville,1,91
Churchill Borough,8,344
South Shore,18,485
Reserve Township,6,28
North Fayette Township,22,2456
Point Breeze North,14,271
Summer Hill,1,25
Dormont Borough,15,1147
South Versailles Township,2,1
Turtle Creek Borough,7,116
Pine Township,10,573
Lower Lawrenceville,18,587
Bluff,12,3509
Mount Lebanon,7,1337
West Mifflin Borough,8,1536
Outside Allegheny,15,4981
Indiana Township,10,366
Aleppo Township,7,22
Carnegie Borough,8,399
Pine Township,16,686
Millvale Borough,17,340
Homewood West,15,577
Lincoln Borough,9,185
Glen Osborne Borough,15,91
Aspinwall Borough,17,314
Baldwin Township,7,144
Garfield,4,140
Central Lawrenceville,13,764
Whitaker Borough,3,15
Mount Washington,19,1764
Forward Township,2,20
Ingram Borough,22,704
Sewickley Borough,10,334
Forward Township,14,79
West Deer Township,18,831
New Homestead,7,14
Dravosburg Borough,1,362
Homewood North,20,267
Emsworth Borough,10,223
Terrace Village,2,304
Perry South,9,188
Friendship,20,203
North Shore,10,1728
Ridgemont,18,111
Penn Hills Township,19,4004
Oakwood,23,120
Middle Hill,7,57
Homestead Borough,20,1364
Bellevue Borough,14,809
North Versailles Township,5,265
Churchill Borough,1,191
South Shore,11,698
Elliott,0,311
Summer Hill,14,106
Dormont Borough,22,2436
Chalfant Borough,9,12
Shadyside,17,2316
Bluff,7,687
Carrick,10,805
Mount Lebanon,0,2266
Ben Avon Heights Borough,7,2
Homewood South,5,36
Indiana Township,17,572
Aleppo Township,14,33
East Allegheny,6,93
Carnegie Borough,3,107
Middle Hill,13,243
Lincoln Borough,16,269
Central Lawrenceville,2,186
Ohio Township,0,1335
Forward Township,11,56
Ingram Borough,17,363
Banksville,1,205
Regent Square,20,121
Crawford-Roberts,0,252
Crawford-Roberts,16,407
New Homestead,0,43
Upper Lawrenceville,15,292
Homewood North,13,208
Chateau,1,124
Lincoln Place,7,72
Emsworth Borough,3,68
St. Clair,9,2
Oakmont Borough,18,887
Troy Hill,17,358
Oakdale Borough,0,114
Oakwood,12,71
Glassport Borough,11,204
Homestead Borough,13,825
North Versailles Township,12,854
Churchill Borough,6,141
Cheswick Borough,14,51
East Liberty,23,772
Wilmerding Borough,20,85
Elliott,11,189
Turtle Creek Borough,21,1482
Dormont Borough,17,1260
Allegheny West,3,10
Verona Borough,0,388
Point Breeze North,8,145
Heidelberg Borough,23,194
Pleasant Hills Borough,20,1403
Shadyside,22,2956
West Deer Township,17,695
Carrick,1,904
Mount Lebanon,9,1655
Highland Park,5,57
Elizabeth Borough,3,32
Ben Avon Heights Borough,12,6
Northview Heights,3,23
Aleppo Township,21,31
Beechview,3,214
East Allegheny,9,210
Lower Lawrenceville,0,345
Point Breeze North,23,343
Moon Township,2,327
Sewickley Hills Borough,2,3
Spring Garden,18,52
Baldwin Township,21,1137
South Shore,6,114
Ohio Township,7,474
Marshall Township,13,118
McCandless Township,7,953
Glenfield Borough,20,97
South Side Flats,4,468
Chalfant Borough,3,4
Crawford-Roberts,7,99
Versailles Borough,12,329
Brookline,23,4411
Clairton,19,619
Upper Lawrenceville,6,98
Point Breeze,3,24
Rosslyn Farms Borough,21,57
Rankin Borough,22,120
Terrace Village,20,1208
Monroeville,8,13
McKeesport,16,2554
Oakmont Borough,21,1991
Edgeworth Borough,10,84
Oakwood,5,7
Duquesne Heights,17,348
Central Oakland,6,569
Homestead Borough,10,468
Plum Borough,8,37
Pennsbury Village Borough,15,53
Wilmerding Borough,15,119
Findlay Township,21,55
Elliott,18,252
Knoxville,7,121
Liberty Borough,14,404
Heidelberg Borough,16,104
Chalfant Borough,22,115
Pleasant Hills Borough,15,1194
Munhall Borough,11,1087
Bluff,17,2900
West View Borough,2,263
McKees Rocks Borough,16,349
Elizabeth Township,21,2432
Jefferson Hills Borough,0,729
Fineview,1,41
Beechview,8,1128
Rosslyn Farms Borough,13,81
Middle Hill,19,393
Moon Township,13,893
Bedford Dwellings,12,135
Baldwin Township,18,442
Ohio Township,14,1202
Squirrel Hill North,16,1490
Ingram Borough,3,94
Pittsburgh,11,647
South Side Flats,3,657
Perry South,11,336
Brookline,14,1810
Upper Lawrenceville,1,298
Elizabeth Borough,23,176
Troy Hill,23,406
Pennsbury Village Borough,19,162
Frazer Township,5,9
Pine Township,1,231
Outside Pittsburgh,12,9
Oakmont Borough,12,784
Ridgemont,7,63
Harmar Township,10,303
Oakwood,2,36
Duquesne Heights,8,160
Central Oakland,13,5818
Homestead Borough,3,76
Upper Hill,5,58
Churchill Borough,20,387
Mount Oliver Borough,15,164
Wilmerding Borough,6,31
Findlay Township,14,131
Glassport Borough,5,32
West End,6,11
South Fayette Township,7,716
Liberty Borough,9,199
Duquesne,16,463
Clairton,20,718
Pleasant Hills Borough,6,334
West View Borough,11,443
Bell Acres Borough,8,62
Springdale Township,23,71
Coraopolis Borough,21,678
Jefferson Hills Borough,9,576
Fineview,6,94
Beechview,17,1360
Carnegie Borough,20,1217
Bradford Woods Borough,16,4
Millvale Borough,13,267
Moon Township,20,1155
Bedford Dwellings,11,139
Spring Garden,0,40
East Carnegie,19,148
Homewood South,16,243
Squirrel Hill North,23,1402
North Braddock Borough,3,63
Glenfield Borough,6,11
South Side Flats,10,2488
Scott Township,6,360
Lincoln-Lemington-Belmar,8,385
Brookline,9,830
St. Clair,21,16
Outside Allegheny,20,7144
Munhall Borough,21,3224
Sharpsburg Borough,1,135
Rosslyn Farms Borough,7,20
Emsworth Borough,22,572
Pittsburgh,2,155
Frazer Township,14,192
McKeesport,6,868
Sewickley Hills Borough,17,46
North Shore,22,4778
Avalon Borough,14,387
Troy Hill,10,198
Harmar Township,17,515
Richland Township,18,525
Duquesne Heights,7,117
Central Oakland,20,6723
Windgap,22,305
Mt. Oliver,5,2
Kilbuck Township,4,3
Regent Square,13,50
Knoxville,8,150
Findlay Township,7,50
Kilbuck Township,15,85
Swisshelm Park,13,154
Liberty Borough,16,481
Glenfield Borough,11,33
Clairton,15,638
Pleasant Hills Borough,1,794
Carrick,22,3063
West View Borough,20,1167
Bell Acres Borough,1,4
East Hills,5,123
Springdale Township,14,44
Crafton Borough,1,266
Jefferson Hills Borough,18,839
East Hills,16,386
Arlington Heights,21,7
Collier Township,0,898
St. Clair,16,12
Hampton Township,17,1148
Spring Garden,9,25
Wall Borough,2,1
Squirrel Hill North,14,1757
West End,1,72
Manchester,4,10
South Side Flats,17,3956
McCandless Township,0,2688
Upper Hill,15,164
Brookline,0,3131
Middle Hill,0,368
Reserve Township,22,596
Upper Lawrenceville,19,370
Munhall Borough,12,1131
Bluff,4,217
Glen Osborne Borough,14,80
Rankin Borough,3,11
Port Vue Borough,23,985
McKeesport,15,2971
Outside Pittsburgh,2,1
Mount Oliver Borough,12,146
McKees Rocks Borough,7,144
South Side Slopes,4,107
Mount Lebanon,15,2697
Clairton,5,167
Homewood South,22,469
Wilkinsburg Borough,13,990
Findlay Township,0,54
Blawnox Borough,0,71
Bradford Woods Borough,12,20
West Elizabeth Borough,2,7
Duquesne,6,185
Heidelberg Borough,11,94
Monroeville,23,162
Green Tree Borough,22,1306
Bell Acres Borough,6,9
Pennsbury Village Borough,17,65
Springdale Township,5,3
Crafton Borough,8,106
Perry South,22,632
Highland Park,10,707
Marshall-Shadeland,17,533
Overbrook,11,622
Collier Township,15,1105
South Oakland,18,1904
Hampton Township,10,1008
Morningside,16,200
Spring Garden,14,46
East Carnegie,5,34
Squirrel Hill North,5,93
Kilbuck Township,12,80
Manchester,3,43
Scott Township,20,2295
Springdale Township,0,25
West Homestead Borough,10,248
Morningside,6,34
Munhall Borough,7,482
Coraopolis Borough,4,38
Oakmont Borough,2,389
Glen Osborne Borough,5,7
Esplen,1,26
Frazer Township,16,216
Leet Township,23,4
Bridgeville Borough,13,409
Crafton Heights,22,889
South Side Slopes,13,557
Richland Township,0,542
Middle Hill,12,309
Fairywood,15,141
Sharpsburg Borough,13,238
Ridgemont,5,6
Central Northside,8,261
East Pittsburgh Borough,17,88
Mt. Oliver,16,51
Reserve Township,18,300
Duquesne,13,492
California-Kirkbride,19,50
Homewood West,17,613
South Shore,3,25
Fox Chapel Borough,22,505
Coraopolis Borough,0,805
Homewood South,10,230
South Fayette Township,10,1089
Highland Park,1,535
Thornburg Borough,2,3
Marshall-Shadeland,14,631
Overbrook,2,318
Kilbuck Township,5,7
Collier Township,22,1716
Pittsburgh,23,710
Hampton Township,3,146
Knoxville,12,591
Arlington,21,294
South Oakland,17,1854
West End,19,121
Manchester,10,171
McCandless Township,18,3026
Sewickley Heights Borough,8,15
West Homestead Borough,3,121
Edgeworth Borough,9,53
Outside Allegheny,3,1133
East Pittsburgh Borough,22,145
Leet Township,8,2
